id,keyword,location,text
9464,cyclone,"London, England","Macron's storm troopers almost make this young French girl smash her face on a steel post, just for a laugh... https://t.co/…"
9465,cyclone,"Brighton, European Union🇪🇺","How bookies' pens end up in the sea - dropped outside shops in towns and cities, washed into storm drains, into rivers,…"
9466,cyclone,"Cambridge, UK","Today’s train fuckery: a derailed freight train near Hitchin. This, like yesterday’s electrical issues in the stor… https://t.co/IZ16YgHNo3"
9467,cyclone,"Stockholm, Sverige","AMR, urban displacements and ‘the perfect storm in DRC’ 3 of 10 hum crises &amp; trends to watch 2020. Interesting and eye openi…"
9468,cyclone,"Sligo, Ireland","The storm will have passed so come along to a night of local fashion on Thurs 16th, tickets on the door and proceeds to SH…"
9469,cyclone,"Pennsylvania, USA",Schuylkill County Bread &amp; Milk Meter Online Ahead of Weekend Storm https://t.co/JHo3yrRA5f https://t.co/0VfZKdqxmL
9470,cyclone,Quantum Immortality,I went from like 0-100 on the scale of being able to be in touch with my hidden emotions lately... now I feel like… https://t.co/snrcWlo5g6
9471,cyclone,Isle of Wight,Weather warnings remain in place for heavy rain and wind across the #isleofwight. Take care on the roads and stay s… https://t.co/jXGYAmPjWk
9472,cyclone,United Kingdom,Is it nearly summer?? How many silly storm names to go before it is?? 🌬️🌀☔
9473,cyclone,"Las Vegas, NV","An $11,000 donation will help repair storm damage at the Big Tub #lighthouse at #Tobermory on Ontario's #BrucePeninsula. h…"
9474,cyclone,London N8,"Same old , always lying about the weather. UK weather forecast: Ice and snow set to hit Britain as Sto… https://t.co/zDc8pDxFHy"
9475,cyclone,"Little Rock, AR",☠️☠️ dead af. We all did good tonight...just the calm before the real storm on Saturday 🙈
9476,cyclone,"Biddulph, England",Had to divert on my way home last night because of Brendan. That little rapscallion. https://t.co/oq15UkUQgn
9477,cyclone,London and Cymru,Storm Brendan just arrived in Myddfai #StormBrendan https://t.co/CpP9qr9H38
9478,cyclone,,"Storm’s a comin’, Gary 😉"
9479,cyclone,"Victoria, British Columbia","Sudden, blowing snowfall pummeled much of British Columbia on Sunday, knocking out power to thousands and wreaking havoc on…"
9480,cyclone,,"As I’m not really doing much with music right now, I will be changing my twitter page name here shortly. Especially since…"
9481,cyclone,Essex,Another day. Another Twitter storm regarding all things #THFC Transfers (or lack of) Pro Levy. Anti Levy. Oh and th… https://t.co/aHKfjvlF6h
9482,cyclone,"Rajasthan, India",A single touch can bring us sun And a clear sky While a single word can Starts a storm You must create a coat of Posi…
9483,cyclone,"Kibworth Harcourt, Leics. UK",105 is the number to call if you have a power cut. Did you know you can also register for WPD's severe weather bulletins? Regist…
9484,cyclone,"Glasgow, Scotland",⛈💨🌨💪Don't let Storm Brendan beat you💪🌨💨⛈ CIRCUITS - WEDNESDAY- FRIDAY Sign up online https://t.co/DQtzU8AhCh 💚 @ G… https://t.co/HZPCSWKTVs
9485,cyclone,"South Carolina, USA",FLOTUS is wearing a rain coat in a closed stadium! Code for “Storm is upon us?” https://t.co/j2ATKJamER
9486,cyclone,,"""Flygon is kicking up a storm!"" #Raihan #Pokemon https://t.co/k61LXjRcWJ"
9487,cyclone,the wilds of east anglia,"Have to say that I’d got this completely wrong, as I thought the recent weather was down to Storm Brenda.… https://t.co/QPAnxzv6oM"
9488,cyclone,Torquay,210 garrettstown 240 perfect predator 315 Ballymagroarty boy 350 storm goddess #PigeonSwoop4
9489,cyclone,United Kingdom,We're preparing for Storm Brendan and a forecast of high winds across the South East and East of England. Check our… https://t.co/y2yMJEjsUn
9490,cyclone,"California, USA",Undo this shit... — Music: Silence before storm - Not A Crime album. — #undo #Iran #iranprotests #ایران #تهران #اعتراضات_س…
9491,cyclone,,"Monday at Stormont - Storm Boris, Storm Brendan and the emerging story that the sums of the deal are not adding up. htt…"
9492,cyclone,Indoensia,"4. And when the evil storm storms around me, the night alight in lightnings glow;"
9493,cyclone,Harta-Tahta-Shochan❣,"20.01.12 Bay Storm Nino talked about how at their after-party, they had a number quiz about 5x20 eg. How many hours did…"
9494,cyclone,Los Angeles,I was wondering in Zak Storm season 2 would we get to explore new environments and if we wou… https://t.co/TOUkZdlLDE
9495,cyclone,"Cookeville, TN",Ok this storm is crazy 😳😳😳😳
9496,cyclone,,News: Yellow weather warning for wind in Essex as Storm Brendan sweeps in https://t.co/HkYx5W0ech
9497,cyclone,"Mumbai, Maharashtra",Calm before the storm. #Namaste Did you know that #Yoga is one of the many ways that Sailors can get their mind and body right…
9498,cyclone,"Zamboanga City, Philippines",Sometimes God wants to calm your heart first then your storm.
9499,cyclone,Los Angeles,Undo this shit... — Music: Silence before storm - Not A Crime album. — #undo #Iran #iranprotests #ایران #تهران… https://t.co/bSioV24nDq
9500,cyclone,Iceland,Entire Country: Storm and difficult driving conditions in Westfjord and in North and lots of roads are closed or im… https://t.co/8dIqhEwXuS
9501,cyclone,,"Brothers and Sisters in Christ, let us storm the heavens with our prayer for the safety of all those affected by the T…"
9502,cyclone,,#StormBrendan advice for cats of the UK and Ireland: High winds and rain mean nows a good time to head inside and baggsy…
9503,cyclone,"Rosehearty, Aberdeenshire",The view from the farm just now - 16 boats in the bay sheltering from Storm Brendan! https://t.co/p7bCZaITFe
9504,cyclone,"Scotland, United Kingdom","Snow, ice and more gales to follow Storm Brendan https://t.co/UX5cMwlfwu"
9505,cyclone,"Penarth, UK",Had to get up at 03:30 for a work trip and my wife shows me that the dog has shat all over the kitch… https://t.co/0GEORM5c3j
10136,cyclone,,AirPods 2 wireless charging case available #Kyeiwestenterprise https://t.co/YpW7KFzl1K
10137,cyclone,Melo's Kernel,Shaquille O’Neal would be proud of Shai Gilgeous-Alexander’s performance tonight. 👊💪 #ThunderUp #Thunder https://t.co…
10138,cyclone,Southern Stranglethorn,Like I get thunder cats roar pissed off a lot of people but it's more for kids in the same vein as teen Titans go. It's j…
10139,cyclone,"Swindon, UK",Sussex Thunder senior team (18+) begin pre-season for the 2020 campaign THIS SUNDAY. All players welcome including poten…
10140,cyclone,"Dayton, Ohio","#ThundercatsRoar THUNDER! X10 Robot Chicken became canon. Due to their squashed stature, the Thundercats insults to Mum…"
10141,cyclone,메이 ♥ 판윙 ♥ All 윙,🐰𝗚𝗶𝘃𝗲𝗮𝘄𝗮𝘆 𝗳𝗼𝗿 𝗠𝗔𝗬 GRIPTOK 100ea 🚩Location : Thunder Dome ⏰Time : tbc 🐶1 set : 1 person (สุ่มลายให้) !!โชว์บัตรก่อนและรีท…
10142,cyclone,"en Miraflores, Lima",Mad Max: Beyond Thunder-dune ⚡ Out now! #Dakar2020 https://t.co/tFWDGGzNUs
10143,cyclone,multi,and australia 🥺🤚
10144,cyclone,,"I’d pick your thunder, i’d pick your rain over anyone’s sunshine any day."
10145,cyclone,Somewhere,Thunder miss you plz get back on the court soon 🥺🥺 https://t.co/XfWTcpIoAo
10146,cyclone,,NBA | Thunder 117-104 Timberwolves Gilgeous-Alexander y Gallinari guían al Thunder sobre los Wolves: Por YOHANN SAN… https://t.co/3htzj2ruyH
10147,cyclone,Ski country Colorado,#Karaoke song: Thunder Road - Bruce Springsteen
10148,cyclone,"Kaduna, Nigeria",Don't just skip this tweet without following me I promise to follow you back and if I'm following you and you have not foll…
10149,cyclone,Lost,Since y’all sleep here’s a poem Roses are red I’ll suck your toes blue Let you cum? You better beg me to. Thank you
10150,cyclone,Indonesia,#YUNHO: 건배하자 like a thunder https://t.co/7TP9AokSd7
10151,cyclone,Jacksonville FL,"Shai Gilgeous-Alexander with a MONSTER triple-double! 20 points, 20 rebounds (CAREER HIGH) &amp; 10 assists. Thunder beat the…"
10152,cyclone,brumtown,Imagine not having THUNDER THIGHS be fucking nice
10153,cyclone,,"I love this ,you nailed it!! https://t.co/m7pnZD9JIU"
10154,cyclone,,"""Still Alive"" - Portal"
10155,cyclone,ประเทศไทย,i did something 🤭 https://t.co/nS1KFU2LET
10156,cyclone,,Is Thunder Twitter the best of #NBATwitter ??
10157,cyclone,,I think it’s fair to say in hindsight that PG for SGA straight up is a fair deal... but the Thunder also got Danilo…
10158,cyclone,Nigeria,🎵 Oh! Some people say I no go blow Eh! same people wan dey with OBO.. I say thunder fire poverty Fire burn my enemies…
10159,cyclone,,I think it's an emotional connection to a brand. When you rely on a car to get you to all the places you care…
10160,cyclone,"Godalming, England",Tomorrow evening into the early hours of Wednesday morning could be interesting. An active cold front moving east is likely…
10161,cyclone,,here is the slim Jim stand you were talking about on the Thunder episode of https:…
10162,cyclone,Virginia,"Literally just heard the loudest thunder, it shook the house and woke up the whole family. 😳"
10163,cyclone,Pluto,Can’t sleep so opened up the window so I can take full advantage of the beautiful thunderstorm…plus I’ve gotten use… https://t.co/0oiEqp5chp
10164,cyclone,Australia,"QLD Severe Thunderstorm Warning: Damaging Winds. Thargomindah, Mount Isa, Cloncurry, Cunnamulla, Quilpie, Windorah,… https://t.co/J88sl2kdF1"
10165,cyclone,Charlotte,This random loud ass thunderstorm. 😒
10166,cyclone,"Norfolk, VA","RT NWSWakefieldVA ""Special Weather Statement: A Thunderstorm With Heavy Rain Will Affect Central Pasquotank.… https://t.co/84WqZBAVW1"
10167,cyclone,"Mumbai, India",Isolated to scattered rain/thunderstorm over Punjab during 15th-17th; over Madhya Pradesh and Rajasthan during 15th-16th…
10168,cyclone,USA,"NWS Alert&gt; Strong Thunderstorm Near Keeling or Near Chatham Moving NE At 50 MPH. Winds Over 30 MPH &amp; Brief, Locally… https://t.co/bbGAZ2tQgP"
10169,cyclone,Virginia,"NWS Alert&gt; Strong Thunderstorm Near Keeling or Near Chatham Moving NE At 50 MPH. Winds Over 30 MPH &amp; Brief, Locally… https://t.co/7oUfhx2zTn"
10170,cyclone,💙💘💜,"And also like, no stormy weather conditions? And also a thunderstorm in the middle of January? Of course this happe… https://t.co/Gd1nwozYCe"
10171,cyclone,"CisHet: She/Her, Heavy ReTweeter",I will NEVER get used to a random THUNDERSTORM waking me up in JANUARY when it's SUPPOSED to be *COLD* this time of year--
10172,cyclone,"Blacksburg, VA",A STRONG THUNDERSTORM WILL AFFECT EAST CENTRAL PITTSYLVANIA AND NORTHWESTERN HALIFAX COUNTIES till 4:15 AM EST https://t.co/X1QncDDull
10173,cyclone,,There's something about storms that I just love. Currently sitting on my balcony watching a massive thunderstorm at 3 am. I have problems
10174,cyclone,USA,"NWS Alert&gt; Strong Thunderstorm Over Iuka Moving E At 50 MPH. Small Hail, Winds Over 30 MPH Possible. Locations Impa… https://t.co/G5yIYGlsRC"
10175,cyclone,Piedmont of North Carolina,Thunderstorm just rolled through and I can’t go back to sleep because my wife and I are now sharing a bed with 2 be… https://t.co/qktnEgBv97
10176,cyclone,,"DEV - Severe Thunderstorm Warning until 1/11 10:00AM CST for Davidson, Williamson, Rutherford, Wilson https://t.co/iRk8xBSo5C"
10177,cyclone,"Shelbyville, TN",Significant weather advisory issued (step under thunderstorm warning) for incoming storms. Some small hail and frequen…
10178,cyclone,"New Delhi, India","Isolated thunderstorm accompanied with hail/lightning also likely over Punjab, Haryana, Chandigarh, Rajasthan, Utta… https://t.co/4Uv0nHHgSO"
10179,cyclone,"New Delhi, India","Isolated thunderstorm accompanied with hail/lightning also likely over Punjab, Haryana, Chandigarh, Rajasthan, Utta… https://t.co/Hc44Uv3vY2"
10180,cyclone,"New Delhi, India",Isolated to scattered rain/thunderstorm over Punjab during 15th-17th; over Madhya Pradesh and Rajasthan during 15th… https://t.co/8YXmtEgJuh
10181,cyclone,"New Delhi, India",Isolated to scattered rain/thunderstorm over Punjab during 15th-17th; over Madhya Pradesh and Rajasthan during 15th… https://t.co/HBfKMgRKSk
10182,cyclone,,"DEV - Severe Thunderstorm Warning until 1/11 11:00AM EST for Floyd, Clark, Harrison, Washington https://t.co/vFy9YK1XlV"
10183,cyclone,"Bergen, Norway","current weather in Bergen: thunderstorm, 6°C 93% humidity, wind 11kmh, pressure 980mb"
10184,cyclone,,"DEV - Severe Thunderstorm Warning until 1/11 10:15AM CST for Newton, Smith, Jasper, Covington, Scott https://t.co/2Pqr8RMznf"
10185,cyclone,,"Real shit, woke up like 15 mins ago for a snacky snack, and didn’t know it was supposed to thunderstorm, I deadass… https://t.co/HpQ8fvS1zn"
10186,cyclone,United States,"FROM NWS BLACKSBURG: NWSBlacksburg: Severe Thunderstorm Warning including Keysville VA, Charlotte Court House VA, D… https://t.co/dIoL9WEBFI"
10187,cyclone,United States,"FROM NWS BLACKSBURG: NWSBlacksburg: Severe Thunderstorm Warning including South Boston VA, Riverdale VA, Cluster Sp… https://t.co/66AWOwlhu0"
10188,cyclone,United States,"FROM NWS BLACKSBURG: NWSBlacksburg: Severe Thunderstorm Warning including Lynchburg VA, Timberlake VA, Madison Heig… https://t.co/tM3H0N6h47"
10189,cyclone,United States,"FROM NWS BLACKSBURG: NWSBlacksburg: Severe Thunderstorm Warning including Danville VA, Eden NC, Reidsville NC until… https://t.co/5dZc905uKJ"
10190,cyclone,"Raleigh, NC",I feel like a walk in this thunderstorm would hit different but imma stay in this bed
10191,cyclone,"Queensland, Australia",14/17:27 EST Severe Thunderstorm Warning for parts of Gulf Country and North West Forecast Districts. https://t.co/Ng10VTK3kg
10192,cyclone,"Lynchburg, VA","although I love a good middle of the night thunderstorm, is anyone else very concerned that we’re having so many in JANUARY?!"
10193,cyclone,,Randomly woke up to a thunderstorm oooohhhh yeahhhh
10194,cyclone,subspace rift,Breathe in a supernova. Become an anomaly. Thunderstorm electricity in an emotional desert
10195,cyclone,,Significant weather advisory issued (step under thunderstorm warning) for incoming storms. Some small hail and freq… https://t.co/DbHHPfBb6E
10196,cyclone,,"when i was younger, i would tell my mom “i have a thunderstorm in my brain” whenever i suddenly felt angry/sad/anxious/…"
10197,cyclone,Arlington Heights-Chicagoland,"SPC Jan 14, 2020 0830 UTC Day 3 Severe Thunderstorm Outlook: SPC 0830Z Day 3 Outlook Day 3 Convective Outlook NWS S… https://t.co/HjtAgkRYFQ"
10198,cyclone,"Norfolk, VA",Special Weather Statement: A Thunderstorm With Heavy Rain Will Affect Central Pasquotank. https://t.co/GF0X4EPgjT ##vaw…
10199,cyclone,North Carolina,NWS Alert&gt; A Thunderstorm with Heavy Rain will Affect Central Pasquotank. Perquimans NE Bertie SE Hertford &amp; Chowan… https://t.co/Ve9L9NNIUQ
10200,cyclone,USA,NWS Alert&gt; A Thunderstorm with Heavy Rain will Affect Central Pasquotank. Perquimans NE Bertie SE Hertford &amp; Chowan… https://t.co/KvQC6vscIW
10201,cyclone,,There’s a thunderstorm right now
10202,cyclone,"Incheon, South Korea",* Fresh Korean Phrase 1344 * Thunderstorm = 뇌우 #LearnKorean | https://t.co/nSln8SRxWn https://t.co/f7kcuQHw8O
10203,cyclone,"Wakefield, VA",Special Weather Statement: A Thunderstorm With Heavy Rain Will Affect Central Pasquotank. https://t.co/GF0X4EPgjT #… https://t.co/USTxlLNuUj
10204,cyclone,"Wakefield, VA","A THUNDERSTORM WITH HEAVY RAIN WILL AFFECT CENTRAL PASQUOTANK, PERQUIMANS, NORTHEASTERN BERTIE, SOUTHEASTERN HERTFO… https://t.co/6N6QDJPTXq"
10205,cyclone,,"DEV - Severe Thunderstorm Warning until 1/11 9:30AM CST for Simpson, Allen, Warren https://t.co/K2Q57YygNd"
10206,cyclone,,"NWSSPC: #SPC Jan 14, 2020 0600Z Thunderstorm Outlook https://t.co/XKvUhxyfTl"
10207,cyclone,,"NWSSPC: #SPC Jan 14, 2020 0100Z Thunderstorm Outlook https://t.co/XKvUhxyfTl"
10208,cyclone,,"NWSSPC: #SPC Jan 13, 2020 2000Z Thunderstorm Outlook https://t.co/XKvUhxyfTl"
10209,cyclone,,"NWSSPC: #SPC Jan 13, 2020 1630Z Thunderstorm Outlook https://t.co/XKvUhxyfTl"
10210,cyclone,,"NWSSPC: #SPC Jan 13, 2020 1300Z Thunderstorm Outlook https://t.co/XKvUhxyfTl"
10211,cyclone,"Danville, VA, USA","It's January. JANUARY! MIDDLE OF FUCKING WINTER! Why is it 55 digrees F?! Why, at 3am is there a severe thunderstor… https://t.co/LtEeoCMWhL"
10212,cyclone,,SEVERE WEATHER OUTLOOK rest of the night Get Radar maps at https://t.co/CzaAX16Vwa #wx #news #weather #hail #winds…
10213,cyclone,Exploring,It seems a thunderstorm is heading our way. Better retreat to a cave. A tent won't stand a chance.
10214,cyclone,,Rain rain rain. No Sun. Man made toxins blanket the earth blocking life giving sun . Rain and no sunshine = mold and f…
10215,cyclone,,"DEV - Severe Thunderstorm Warning until 1/11 8:30AM CST for Ohio, Logan, Butler https://t.co/B7Pad2wk8x"
10216,cyclone,atl•nola•nsh,This thunderstorm is amazing rn 🥴
10217,cyclone,,"DEV - Severe Thunderstorm Warning until 1/11 8:45AM CST for Lincoln, Copiah, Franklin, Jefferson https://t.co/CO6ONCgolJ"
10218,cyclone,"Atlanta, GA","WEATHER ALERT: Severe Thunderstorm Warning continues for Franklin TN, Fairview TN, Forest Hills TN until 1:45 AM CST https://t.co/cJU0ulD9gb"
10219,cyclone,"Atlanta, GA","WEATHER ALERT: Severe Thunderstorm Warning including Franklin TN, Fairview TN, Forest Hills TN until 1:45 AM CST https://t.co/q49M0kMkGW"
10220,cyclone,"Atlanta, GA","WEATHER ALERT: Severe Thunderstorm Warning continues for Locust Grove GA, Jackson GA, Flovilla GA until 1:15 AM EST https://t.co/rhafV4CLLc"
10221,cyclone,"Atlanta, GA","WEATHER ALERT: Severe Thunderstorm Warning including Locust Grove GA, Jackson GA, Flovilla GA until 1:15 AM EST https://t.co/dJ4N9ssx9C"
10222,cyclone,"Atlanta, GA",WEATHER ALERT: Severe Thunderstorm Warning continues for Hohenwald TN until 8:15 PM CST https://t.co/8ERR29VraJ
10223,cyclone,"Atlanta, GA","WEATHER ALERT: Severe Thunderstorm Warning including Hohenwald TN, Waynesboro TN until 8:15 PM CST https://t.co/ZhpTSiYInB"
10224,cyclone,"Atlanta, GA","WEATHER ALERT: Severe Thunderstorm Warning including Lake City SC, Scranton SC, Coward SC until 4:15 PM EST https://t.co/4U0frde03p"
10225,cyclone,"Atlanta, GA",WEATHER ALERT: Severe Thunderstorm Warning continues for La Grange NC until 3:00 PM EST https://t.co/7qBluBSFZ8
10226,cyclone,"Atlanta, GA","WEATHER ALERT: Severe Thunderstorm Warning continues for Goldsboro NC, Mount Olive NC, Elroy NC until 3:15 PM EST https://t.co/WXaAGcI7hX"
10227,cyclone,"Atlanta, GA","WEATHER ALERT: Severe Thunderstorm Warning including Goldsboro NC, Mount Olive NC, Elroy NC until 3:15 PM EST https://t.co/gEM9p78C2c"
10228,cyclone,"Atlanta, GA","WEATHER ALERT: Severe Thunderstorm Warning continues for Mount Olive NC, Brogden NC, Seven Springs NC until 3:00 PM… https://t.co/tEdmjvpIR5"
10229,cyclone,"Atlanta, GA","WEATHER ALERT: Severe Thunderstorm Warning including Warsaw NC, La Grange NC, Faison NC until 3:00 PM EST https://t.co/j4ovmQsvuz"
10230,cyclone,"Atlanta, GA","WEATHER ALERT: Severe Thunderstorm Warning including Clinton NC, Mount Olive NC, Brogden NC until 3:00 PM EST https://t.co/GSbHufO8iD"
10231,cyclone,,DEV - Severe Thunderstorm Warning until 1/11 8:30AM CST for Franklin https://t.co/NtOrwlc9iP
10232,cyclone,"Hawaii, USA","#iveseensomeshit Some years ago as I was driving on the freeway during a thunderstorm, the car directly in front of… https://t.co/BF0HyO7xfG"
10233,cyclone,"Columbus, MS",NWS Alert&gt; Strong Thunderstorm Near Glen Allan or 11 Miles S of Avon Moving E At 50 MPH. Dime Size Hail Possible. L… https://t.co/ewuFGYnSAO
10234,cyclone,Mississippi,NWS Alert&gt; Strong Thunderstorm Near Glen Allan or 11 Miles S of Avon Moving E At 50 MPH. Dime Size Hail Possible. L… https://t.co/vW56BZoiee
10235,cyclone,USA,NWS Alert&gt; Strong Thunderstorm Near Glen Allan or 11 Miles S of Avon Moving E At 50 MPH. Dime Size Hail Possible. L… https://t.co/TlWFYBFvUm
10236,cyclone,"Perth, Western Australia","Severe Thunderstorm Warning for DAMAGING WINDS, HEAVY RAINFALL and LARGE HAILSTONES For people in parts of Goldfie… https://t.co/btIQDxwGOl"
10237,cyclone,"Jackson, MS","A STRONG THUNDERSTORM WILL AFFECT SOUTHERN SUNFLOWER, SOUTHERN WASHINGTON, NORTH CENTRAL ISSAQUENA, HUMPHREYS AND N… https://t.co/7TMMp5uHXZ"
10238,cyclone,"Louisiana, USA",This thunderstorm is pissing me off 😒
10239,cyclone,,This thunderstorm is amazing rn 🥴
10240,cyclone,"Sioux Falls, SD","NWSSevereTstorm Severe Thunderstorm Warning including Clinton NC, Mount Olive NC, Brogden NC until 3:00 PM EST https://t.co/hOe8p54hyN"
10241,cyclone,"Sioux Falls, SD","NWSSevereTstorm Severe Thunderstorm Warning continues for Vineland NJ, Glassboro NJ, Lindenwold NJ until 7:30 AM EST https://t.co/ccUdFbMXmk"
10242,cyclone,"Sioux Falls, SD","NWSSevereTstorm Severe Thunderstorm Warning including Vineland NJ, Glassboro NJ, Lindenwold NJ until 7:30 AM EST https://t.co/xkY1OuW5ni"
10243,cyclone,"Sioux Falls, SD","NWSSevereTstorm Severe Thunderstorm Warning continues for Edenton NC, Windsor NC, Center Hill NC until 3:15 AM EST https://t.co/7m4Z7DQuny"
10244,cyclone,"Sioux Falls, SD","NWSSevereTstorm Severe Thunderstorm Warning continues for Kinston NC, Winterville NC, Ayden NC until 2:45 AM EST https://t.co/wlTxif6YpQ"
10245,cyclone,"Sioux Falls, SD","NWSSevereTstorm Severe Thunderstorm Warning including Edenton NC, Windsor NC, Center Hill NC until 3:15 AM EST https://t.co/dxnqMjV22J"
10246,cyclone,"Sioux Falls, SD","NWSSevereTstorm Severe Thunderstorm Warning continues for Mount Olive NC, Elroy NC, Walnut Creek NC until 3:00 AM E… https://t.co/QFo9sFzZ7S"
10247,cyclone,"Sioux Falls, SD","NWSSevereTstorm Severe Thunderstorm Warning including Clinton NC, Mount Olive NC, Elroy NC until 3:00 AM EST https://t.co/VJQaHOk2A6"
10248,cyclone,Kalgoorlie BOULDER,Glorious rain!!!! Just beautiful! #rain #weather #thunderstorm #KalgNews https://t.co/SNbneGx5mQ
10249,cyclone,"Greenwood, Mississippi",One of the hardest-hit areas of he severe thunderstorm that raked across the Delta Saturday morning was the town of… https://t.co/4LnskSsmi0
10250,cyclone,"Greenwood, Mississippi",One of the hardest-hit areas of he severe thunderstorm that raked across the Delta Saturday morning was the town of… https://t.co/gLpJa4q9i6
10251,cyclone,USA,SEVERE WEATHER OUTLOOK rest of the night Get Radar maps at https://t.co/CzaAX16Vwa #wx #news #weather #hail… https://t.co/KBwEQeC7J8
10252,cyclone,,"Severe thunderstorm woke me up, had a panic attack due to sound of thunder. Not having a good time right now"
10253,cyclone,,No ones homes are blowing up. It’s just a thunderstorm... chill 😂😂 🌩⛈🌧🌩⛈
10254,cyclone,Wherevaaa,Thunderstorm just woke me up out of my sleep. I thought the whole planet literally just cracked in half.
10255,cyclone,Denver ➡️ Durham,Just got woken up by a thunderstorm that sounded more like a nuclear bomb detonating. We love NC weather
10256,cyclone,"Greenwood, IN",Tornado decimates school gymnasium https://t.co/ryJSjPSBDn
10257,cyclone,Huntsville  Alabama,There'll be no school this week for kids at Brindlee Mountain schools after an EF-2 tornado ripped apart the elementary school in…
10258,cyclone,Belgium,A storm through the colors. 47-hour evolution of watches/warnings and reports from Friday/Saturday as of Sunday night. 13…
10259,cyclone,Huntsville  Alabama,Incredible video of the weekend storms in Arab + drone footage of the Brindlee Mountain Primary School aftermath. Here's what's…
10260,cyclone,"calhoun, LA",//WOTV NEWS//: One-Of-A-Kind Armored Storm-Chasing Vehicle; Withstands 175 MPH Winds... https://t.co/Yf0EufWNSp
10261,cyclone,London,Much love for the #Tonka fridge in the last 24 hours following ’s tweet. Lots more #Tornado pieces planned th…
10262,cyclone,,"Im sorry if Bernie Sanders would have mistaken the name of a black woman for a famous singer,… https://t.co/R1P3u2AV5A"
10263,cyclone,Huntsville  Alabama,The National Weather Service said winds were as fast as 120 mph when the tornado hit the school. https://t.co/dflLDTMSeq
10264,cyclone,"Snellville, GA",Parents heart-broken after EF-2 tornado damages school in Union Grove - WAAY: https://t.co/c1pNasjID7
10265,cyclone,"Mumbai, India",This chart gives an indication of just how busy Typhoon is during the transition from Tornado to Lightning. https://t.c…
10266,cyclone,,It was nice to read our days are so similar to yours 😂 our ne… https://t.co/ocJ8d6Smbs
10267,cyclone,"Georgia, USA","NWS confirms EF-1 tornado with 90 MPH winds touched down at High School in Loris, SC, damaging at least 72 vehicles Polic…"
10268,cyclone,"ETEJ, Germany",German Air Force TaktLwG-51 Tornado IDS (#3F6A2D) as flight #SHARK01 at 26600 ft heading south bound over Hesse (Ge… https://t.co/gNY9B2bi5Z
10269,cyclone,,"MyRadarWX: RT aaronjayjack: Tornado warned storm now passing through the Collinsville, TX area #tornado #txwx MyRad… https://t.co/bDxz6f4lge"
10270,cyclone,,"MyRadarWX: RT aaronjayjack: Severe storm with #tornado warning overtaking I-35 corridor near Gainesville, TX NOW… https://t.co/8IVWmdKv1Q"
10271,cyclone,singapore,Indoor tornado 🌪 https://t.co/LZZdNYstbi
10272,cyclone,Fact Based World,"Tornado, storms strike North and South Carolina https://t.co/baoNNXYwLx"
10273,cyclone,,i cant post it my enemies will see and counter (im jk). Want to test jar and tornado to try and rec… https://t.co/VXejyFFD2D
10274,cyclone,"Katy, Texas",Preliminary tornado count up to 7 from last Friday's storms https://t.co/GHsW2dT6pb
10275,cyclone,"Myrtle Beach, SC",EF-1 tornado touches down near Loris High School https://t.co/5PHQEL1s5k
10276,cyclone,"Myrtle Beach, SC",WATCH: Drone video of tornado damage at high school https://t.co/kOcqvPG7Le
10277,cyclone,"Myrtle Beach, SC",Congressman seeking aid to rebuild high school https://t.co/ArvZezpyGL
10278,cyclone,"Cleveland, OH",Storm passing through Holly Pond Saturday… an EF-0 tornado touched down nearby. Video from (IG) https://t.co/bLtVKn5…
10279,cyclone,United States,"Tornado, storms strike North and South Carolina https://t.co/fxhJhCFBhU"
10280,cyclone,some fuccin forest,the tri state was a km wide wall of tornado that gave you 5 minutes to run if you were 10km away from it in other… https://t.co/uYlyp63uOP
10281,cyclone,some fuccin forest,assume you can see 20 miles which is generous given the condition that the tornado is accompanied by a supercell t… https://t.co/B9ZAe8s4uT
10282,cyclone,,Tornado! 🤩 https://t.co/J3INIaLgqV
10283,cyclone,,I’m hearing the tornado is #FakeNews People are saying it’s a hoax from China... but you knows?
10284,cyclone,べすぷっちかいがん,－Declasse Tornado Custom－ The color I made😘 Crew Color：Ｕltra Black. and Crew Color：Burst Pink. ロスカスの黒…
10285,cyclone,,"TORNADO WARNING with supercell yesterday south of Shreveport, LA https://t.co/YPL71TlwUk https://t.co/ApMjbtnAuE"
10286,cyclone,•Illinois,Trying to go tornado chasing in Oklahoma for my honeymoon 😂
10287,cyclone,"New Orleans, Louisiana",Logan County Family Reunited With Dog After Their Home Was Destroyed During Tornado https://t.co/wf2HeyVsXj via
10288,cyclone,,Drove through the middle of a substantial sand tornado in Afghanistan. Obviously not enough to lift… https://t.co/tw8Zw2UVXN
10600,cyclone,"Aalborg, Denmark",Golden Retrievers are just the most beautiful dogs 🥰
10601,cyclone,,"Mega Gumelar, Mafalda, Yaya Zahir, Priscilla Abby, Typhoon Kanokchat Munyadon, M Fazzill Alditto, Lia Amelia, Sapol As…"
10602,cyclone,Darvasa Gas Crater,"Aight, bet"
10603,cyclone,,"In Mulan (1998), in the song I'll Make A Man Out Of You, the lines ""We must be as swift as the coursing river"", ""With all…"
10604,cyclone,"🇷🇺 Moscow, Russia. ♂️ He.","In Mulan , in the song I'll Make A Man Out Of You, the lines ""We must be as swift as the coursing river"", ""With all the f…"
10605,cyclone,"Aalborg, Denmark",There is no information besides the rumours. That's the joke ☹
